SubsetID,ClassID,ClassName_tr,ClassName_eng,UserID,RepeatID,Negativity
Health,0427,Sakinlesme,Calm down,User_7,003,1
Health,0427,Sakinlesme,Calm down,User_7,004,1
Health,0429,Sanci,Pain,User_2,001,1
Health,0429,Sanci,Pain,User_2,002,1
Health,0429,Sanci,Pain,User_2,003,1
Health,0429,Sanci,Pain,User_2,004,1
Health,0429,Sanci,Pain,User_4,001,1
Health,0429,Sanci,Pain,User_4,002,1
Health,0429,Sanci,Pain,User_4,003,1
Health,0429,Sanci,Pain,User_4,004,1
Health,0429,Sanci,Pain,User_4,005,1
Health,0429,Sanci,Pain,User_4,006,1
Health,0429,Sanci,Pain,User_5,001,1
Health,0429,Sanci,Pain,User_5,002,1
Health,0429,Sanci,Pain,User_5,003,1
Health,0429,Sanci,Pain,User_5,004,1
Health,0429,Sanci,Pain,User_5,005,1
Health,0429,Sanci,Pain,User_5,006,1
Health,0429,Sanci,Pain,User_6,001,1
Health,0429,Sanci,Pain,User_6,002,1
Health,0429,Sanci,Pain,User_6,003,1
Health,0429,Sanci,Pain,User_6,004,1
Health,0429,Sanci,Pain,User_6,005,1
Health,0429,Sanci,Pain,User_6,006,1
Health,0429,Sanci,Pain,User_7,001,1
Health,0429,Sanci,Pain,User_7,002,1
Health,0429,Sanci,Pain,User_7,003,1
Health,0429,Sanci,Pain,User_7,004,1
