SubsetID,ClassID,ClassName_tr,ClassName_eng,UserID,RepeatID,Negativity
General,0110,Calmak(Hirsizlik),Stealing (Theft),User_5,004,1
General,0110,Calmak(Hirsizlik),Stealing (Theft),User_5,005,1
General,0110,Calmak(Hirsizlik),Stealing (Theft),User_5,006,1
General,0110,Calmak(Hirsizlik),Stealing (Theft),User_6,001,1
General,0110,Calmak(Hirsizlik),Stealing (Theft),User_6,002,1
General,0110,Calmak(Hirsizlik),Stealing (Theft),User_6,003,1
General,0110,Calmak(Hirsizlik),Stealing (Theft),User_6,004,1
General,0110,Calmak(Hirsizlik),Stealing (Theft),User_6,005,1
General,0110,Calmak(Hirsizlik),Stealing (Theft),User_6,006,1
General,0110,Calmak(Hirsizlik),Stealing (Theft),User_7,001,1
General,0110,Calmak(Hirsizlik),Stealing (Theft),User_7,002,1
General,0110,Calmak(Hirsizlik),Stealing (Theft),User_7,003,1
General,0110,Calmak(Hirsizlik),Stealing (Theft),User_7,004,1
General,0111,Calmak(Muzik),Playing (Music),User_2,001,0
General,0111,Calmak(Muzik),Playing (Music),User_2,002,0
General,0111,Calmak(Muzik),Playing (Music),User_2,003,0
General,0111,Calmak(Muzik),Playing (Music),User_2,004,0
General,0111,Calmak(Muzik),Playing (Music),User_2,005,0
General,0111,Calmak(Muzik),Playing (Music),User_2,006,0
General,0111,Calmak(Muzik),Playing (Music),User_3,001,0
General,0111,Calmak(Muzik),Playing (Music),User_3,002,0
General,0111,Calmak(Muzik),Playing (Music),User_3,003,0
General,0111,Calmak(Muzik),Playing (Music),User_4,001,0
General,0111,Calmak(Muzik),Playing (Music),User_4,002,0
General,0111,Calmak(Muzik),Playing (Music),User_4,003,0
General,0111,Calmak(Muzik),Playing (Music),User_4,004,0
General,0111,Calmak(Muzik),Playing (Music),User_4,005,0
General,0111,Calmak(Muzik),Playing (Music),User_5,001,0
General,0111,Calmak(Muzik),Playing (Music),User_5,002,0
General,0111,Calmak(Muzik),Playing (Music),User_5,003,0
General,0111,Calmak(Muzik),Playing (Music),User_5,004,0
General,0111,Calmak(Muzik),Playing (Music),User_5,005,0
General,0111,Calmak(Muzik),Playing (Music),User_5,006,0
General,0111,Calmak(Muzik),Playing (Music),User_6,001,0
General,0111,Calmak(Muzik),Playing (Music),User_6,002,0
General,0111,Calmak(Muzik),Playing (Music),User_6,003,0
General,0111,Calmak(Muzik),Playing (Music),User_6,004,0
General,0111,Calmak(Muzik),Playing (Music),User_6,005,0
General,0111,Calmak(Muzik),Playing (Music),User_6,006,0
General,0111,Calmak(Muzik),Playing (Music),User_7,001,0
General,0111,Calmak(Muzik),Playing (Music),User_7,002,0
General,0111,Calmak(Muzik),Playing (Music),User_7,003,0
General,0111,Calmak(Muzik),Playing (Music),User_7,004,0
General,0112,Carpismak,Collide,User_2,001,1
General,0112,Carpismak,Collide,User_2,002,1
General,0112,Carpismak,Collide,User_2,003,1
General,0112,Carpismak,Collide,User_2,004,1
General,0112,Carpismak,Collide,User_2,005,1
General,0112,Carpismak,Collide,User_2,006,1
General,0112,Carpismak,Collide,User_2,007,1
General,0112,Carpismak,Collide,User_3,001,1
General,0112,Carpismak,Collide,User_3,002,1
General,0112,Carpismak,Collide,User_3,003,1
General,0112,Carpismak,Collide,User_4,001,1
General,0112,Carpismak,Collide,User_4,002,1
General,0112,Carpismak,Collide,User_4,003,1
General,0112,Carpismak,Collide,User_4,004,1
General,0112,Carpismak,Collide,User_4,005,1
General,0112,Carpismak,Collide,User_5,001,1
General,0112,Carpismak,Collide,User_5,002,1
General,0112,Carpismak,Collide,User_5,003,1
General,0112,Carpismak,Collide,User_5,004,1
General,0112,Carpismak,Collide,User_5,005,1
General,0112,Carpismak,Collide,User_5,006,1
General,0112,Carpismak,Collide,User_5,007,1
General,0112,Carpismak,Collide,User_6,001,1
General,0112,Carpismak,Collide,User_6,002,1
General,0112,Carpismak,Collide,User_6,003,1
General,0112,Carpismak,Collide,User_6,004,1
General,0112,Carpismak,Collide,User_6,005,1
General,0112,Carpismak,Collide,User_6,006,1
General,0112,Carpismak,Collide,User_7,001,1
General,0112,Carpismak,Collide,User_7,002,1
General,0112,Carpismak,Collide,User_7,003,1
General,0112,Carpismak,Collide,User_7,004,1
General,0125,Cokmek,Collapse,User_2,001,1
General,0125,Cokmek,Collapse,User_2,002,1
General,0125,Cokmek,Collapse,User_2,003,1
General,0125,Cokmek,Collapse,User_2,004,1
General,0125,Cokmek,Collapse,User_2,005,1
General,0125,Cokmek,Collapse,User_2,006,1
General,0125,Cokmek,Collapse,User_3,001,1
General,0125,Cokmek,Collapse,User_3,002,1
General,0125,Cokmek,Collapse,User_3,003,1
General,0125,Cokmek,Collapse,User_4,001,1
General,0125,Cokmek,Collapse,User_4,002,1
General,0125,Cokmek,Collapse,User_4,003,1
General,0125,Cokmek,Collapse,User_4,004,1
General,0125,Cokmek,Collapse,User_4,005,1
General,0125,Cokmek,Collapse,User_5,001,1
General,0125,Cokmek,Collapse,User_5,002,1
General,0125,Cokmek,Collapse,User_5,003,1
General,0125,Cokmek,Collapse,User_5,004,1
General,0125,Cokmek,Collapse,User_5,005,1
General,0125,Cokmek,Collapse,User_6,001,1
General,0125,Cokmek,Collapse,User_6,002,1
General,0125,Cokmek,Collapse,User_6,003,1
General,0125,Cokmek,Collapse,User_6,004,1
General,0125,Cokmek,Collapse,User_6,005,1
General,0125,Cokmek,Collapse,User_6,006,1
General,0125,Cokmek,Collapse,User_7,001,1
General,0125,Cokmek,Collapse,User_7,002,1
General,0125,Cokmek,Collapse,User_7,003,1
General,0125,Cokmek,Collapse,User_7,004,1
General,0156,Donmak,Freeze,User_2,001,0
General,0156,Donmak,Freeze,User_2,002,0
General,0156,Donmak,Freeze,User_2,003,0
General,0156,Donmak,Freeze,User_2,004,0
General,0156,Donmak,Freeze,User_2,005,0
General,0156,Donmak,Freeze,User_2,006,0
General,0156,Donmak,Freeze,User_3,001,0
General,0156,Donmak,Freeze,User_3,002,0
General,0156,Donmak,Freeze,User_3,003,0
General,0156,Donmak,Freeze,User_4,001,0
General,0156,Donmak,Freeze,User_4,002,0
General,0156,Donmak,Freeze,User_4,003,0
General,0156,Donmak,Freeze,User_4,004,0
General,0156,Donmak,Freeze,User_4,005,0
General,0156,Donmak,Freeze,User_5,001,0
General,0156,Donmak,Freeze,User_5,002,0
General,0156,Donmak,Freeze,User_5,003,0
General,0156,Donmak,Freeze,User_5,004,0
General,0156,Donmak,Freeze,User_5,005,0
General,0156,Donmak,Freeze,User_5,006,0
General,0156,Donmak,Freeze,User_5,007,0
General,0156,Donmak,Freeze,User_6,001,0
General,0156,Donmak,Freeze,User_6,002,0
General,0156,Donmak,Freeze,User_6,003,0
General,0156,Donmak,Freeze,User_6,004,0
General,0156,Donmak,Freeze,User_6,005,0
General,0156,Donmak,Freeze,User_6,006,0
General,0156,Donmak,Freeze,User_7,001,0
General,0156,Donmak,Freeze,User_7,002,0
General,0156,Donmak,Freeze,User_7,003,0
General,0156,Donmak,Freeze,User_7,004,0
General,0159,Dovmek,Beating,User_2,001,1
General,0159,Dovmek,Beating,User_2,002,1
General,0159,Dovmek,Beating,User_2,003,1
General,0159,Dovmek,Beating,User_2,004,1
General,0159,Dovmek,Beating,User_2,005,1
General,0159,Dovmek,Beating,User_2,006,1
General,0159,Dovmek,Beating,User_3,001,1
General,0159,Dovmek,Beating,User_3,002,1
General,0159,Dovmek,Beating,User_3,003,1
General,0159,Dovmek,Beating,User_4,001,1
General,0159,Dovmek,Beating,User_4,002,1
General,0159,Dovmek,Beating,User_4,003,1
General,0159,Dovmek,Beating,User_4,004,1
General,0159,Dovmek,Beating,User_4,005,1
General,0159,Dovmek,Beating,User_5,001,1
General,0159,Dovmek,Beating,User_5,002,1
General,0159,Dovmek,Beating,User_5,003,1
General,0159,Dovmek,Beating,User_5,004,1
General,0159,Dovmek,Beating,User_5,005,1
General,0159,Dovmek,Beating,User_5,006,1
General,0159,Dovmek,Beating,User_6,001,1
General,0159,Dovmek,Beating,User_6,002,1
General,0159,Dovmek,Beating,User_6,003,1
General,0159,Dovmek,Beating,User_6,004,1
General,0159,Dovmek,Beating,User_6,005,1
General,0159,Dovmek,Beating,User_6,006,1
General,0159,Dovmek,Beating,User_7,001,1
General,0159,Dovmek,Beating,User_7,002,1
General,0159,Dovmek,Beating,User_7,003,1
General,0159,Dovmek,Beating,User_7,004,1
General,0160,Dovusmek,Fight,User_2,001,1
General,0160,Dovusmek,Fight,User_2,002,1
General,0160,Dovusmek,Fight,User_2,003,1
General,0160,Dovusmek,Fight,User_2,004,1
General,0160,Dovusmek,Fight,User_2,005,1
General,0160,Dovusmek,Fight,User_2,006,1
General,0160,Dovusmek,Fight,User_2,007,1
General,0160,Dovusmek,Fight,User_3,001,1
General,0160,Dovusmek,Fight,User_3,002,1
General,0160,Dovusmek,Fight,User_3,003,1
General,0160,Dovusmek,Fight,User_4,001,1
General,0160,Dovusmek,Fight,User_4,002,1
General,0160,Dovusmek,Fight,User_4,003,1
General,0160,Dovusmek,Fight,User_4,004,1
General,0160,Dovusmek,Fight,User_4,005,1
General,0160,Dovusmek,Fight,User_5,001,1
General,0160,Dovusmek,Fight,User_5,002,1
General,0160,Dovusmek,Fight,User_5,003,1
General,0160,Dovusmek,Fight,User_5,004,1
General,0160,Dovusmek,Fight,User_5,005,1
General,0160,Dovusmek,Fight,User_5,006,1
General,0160,Dovusmek,Fight,User_6,001,1
General,0160,Dovusmek,Fight,User_6,002,1
General,0160,Dovusmek,Fight,User_6,003,1
General,0160,Dovusmek,Fight,User_6,004,1
General,0160,Dovusmek,Fight,User_6,005,1
General,0160,Dovusmek,Fight,User_6,006,1
General,0160,Dovusmek,Fight,User_7,001,1
General,0160,Dovusmek,Fight,User_7,002,1
General,0160,Dovusmek,Fight,User_7,003,1
General,0160,Dovusmek,Fight,User_7,004,1
General,0161,Durmak,Stop,User_2,001,1
General,0161,Durmak,Stop,User_2,002,1
General,0161,Durmak,Stop,User_2,003,1
General,0161,Durmak,Stop,User_2,004,1
General,0161,Durmak,Stop,User_2,005,1
General,0161,Durmak,Stop,User_2,006,1
General,0161,Durmak,Stop,User_3,001,1
General,0161,Durmak,Stop,User_3,002,1
General,0161,Durmak,Stop,User_3,003,1
General,0161,Durmak,Stop,User_4,001,1
General,0161,Durmak,Stop,User_4,002,1
General,0161,Durmak,Stop,User_4,003,1
General,0161,Durmak,Stop,User_4,004,1
General,0161,Durmak,Stop,User_4,005,1
General,0161,Durmak,Stop,User_4,006,1
General,0161,Durmak,Stop,User_5,001,1
General,0161,Durmak,Stop,User_5,002,1
General,0161,Durmak,Stop,User_5,003,1
General,0161,Durmak,Stop,User_5,004,1
General,0161,Durmak,Stop,User_5,005,1
General,0161,Durmak,Stop,User_5,006,1
General,0161,Durmak,Stop,User_6,001,1
General,0161,Durmak,Stop,User_6,002,1
General,0161,Durmak,Stop,User_6,003,1
General,0161,Durmak,Stop,User_6,004,1
General,0161,Durmak,Stop,User_6,005,1
General,0161,Durmak,Stop,User_6,006,1
General,0161,Durmak,Stop,User_7,001,1
General,0161,Durmak,Stop,User_7,002,1
General,0161,Durmak,Stop,User_7,003,1
General,0161,Durmak,Stop,User_7,004,1
General,0211,Gizlemek,Hide,User_2,001,1
General,0211,Gizlemek,Hide,User_2,002,1
General,0211,Gizlemek,Hide,User_2,003,1
General,0211,Gizlemek,Hide,User_2,004,1
General,0211,Gizlemek,Hide,User_2,005,1
General,0211,Gizlemek,Hide,User_2,006,1
General,0211,Gizlemek,Hide,User_3,001,1
General,0211,Gizlemek,Hide,User_3,002,1
General,0211,Gizlemek,Hide,User_3,003,1
General,0211,Gizlemek,Hide,User_4,001,1
General,0211,Gizlemek,Hide,User_4,002,1
General,0211,Gizlemek,Hide,User_4,003,1
General,0211,Gizlemek,Hide,User_4,004,1
General,0211,Gizlemek,Hide,User_4,005,1
General,0211,Gizlemek,Hide,User_5,001,1
General,0211,Gizlemek,Hide,User_5,002,1
General,0211,Gizlemek,Hide,User_5,003,1
General,0211,Gizlemek,Hide,User_5,004,1
General,0211,Gizlemek,Hide,User_5,005,1
General,0211,Gizlemek,Hide,User_6,001,1
General,0211,Gizlemek,Hide,User_6,002,1
General,0211,Gizlemek,Hide,User_6,003,1
General,0211,Gizlemek,Hide,User_6,004,1
General,0211,Gizlemek,Hide,User_6,005,1
General,0211,Gizlemek,Hide,User_6,006,1
General,0211,Gizlemek,Hide,User_7,001,1
General,0211,Gizlemek,Hide,User_7,002,1
General,0211,Gizlemek,Hide,User_7,003,1
General,0211,Gizlemek,Hide,User_7,004,1
General,0259,Insallah,God willing,User_2,001,0
General,0259,Insallah,God willing,User_2,002,0
General,0259,Insallah,God willing,User_2,003,0
General,0259,Insallah,God willing,User_2,004,0
General,0259,Insallah,God willing,User_2,005,0
General,0259,Insallah,God willing,User_2,006,0
General,0259,Insallah,God willing,User_3,001,0
General,0259,Insallah,God willing,User_3,002,0
General,0259,Insallah,God willing,User_3,003,0
General,0259,Insallah,God willing,User_4,001,0
General,0259,Insallah,God willing,User_4,002,0
General,0259,Insallah,God willing,User_4,003,0
General,0259,Insallah,God willing,User_4,004,0
General,0259,Insallah,God willing,User_4,005,0
General,0259,Insallah,God willing,User_5,001,0
General,0259,Insallah,God willing,User_5,002,0
General,0259,Insallah,God willing,User_5,003,0
General,0259,Insallah,God willing,User_5,004,0
General,0259,Insallah,God willing,User_5,005,0
General,0259,Insallah,God willing,User_5,006,0
General,0259,Insallah,God willing,User_6,001,0
General,0259,Insallah,God willing,User_6,002,0
General,0259,Insallah,God willing,User_6,003,0
General,0259,Insallah,God willing,User_6,004,0
General,0259,Insallah,God willing,User_6,005,0
General,0259,Insallah,God willing,User_6,006,0
General,0259,Insallah,God willing,User_6,007,0
General,0259,Insallah,God willing,User_6,008,0
General,0259,Insallah,God willing,User_7,001,0
General,0259,Insallah,God willing,User_7,002,0
General,0259,Insallah,God willing,User_7,003,0
General,0259,Insallah,God willing,User_7,004,0
General,0259,Insallah,God willing,User_7,005,0
General,0273,Iyi,Good,User_2,001,0
General,0273,Iyi,Good,User_2,002,0
General,0273,Iyi,Good,User_2,003,0
General,0273,Iyi,Good,User_2,004,0
General,0273,Iyi,Good,User_2,005,0
General,0273,Iyi,Good,User_2,006,0
General,0273,Iyi,Good,User_2,007,0
General,0273,Iyi,Good,User_3,001,0
General,0273,Iyi,Good,User_3,002,0
General,0273,Iyi,Good,User_3,003,0
General,0273,Iyi,Good,User_4,001,0
General,0273,Iyi,Good,User_4,002,0
General,0273,Iyi,Good,User_4,003,0
General,0273,Iyi,Good,User_4,004,0
General,0273,Iyi,Good,User_4,005,0
General,0273,Iyi,Good,User_5,001,0
General,0273,Iyi,Good,User_5,002,0
General,0273,Iyi,Good,User_5,003,0
General,0273,Iyi,Good,User_5,004,0
General,0273,Iyi,Good,User_5,005,0
General,0273,Iyi,Good,User_5,006,0
General,0273,Iyi,Good,User_6,001,0
General,0273,Iyi,Good,User_6,002,0
General,0273,Iyi,Good,User_6,003,0
General,0273,Iyi,Good,User_6,004,0
General,0273,Iyi,Good,User_6,005,0
General,0273,Iyi,Good,User_6,006,0
General,0273,Iyi,Good,User_6,007,0
General,0273,Iyi,Good,User_6,008,0
General,0273,Iyi,Good,User_7,001,0
General,0273,Iyi,Good,User_7,002,0
General,0273,Iyi,Good,User_7,003,0
General,0273,Iyi,Good,User_7,004,0
General,0273,Iyi,Good,User_7,005,0
General,0279,Kacmak,Escape,User_2,001,0
General,0279,Kacmak,Escape,User_2,002,0
General,0279,Kacmak,Escape,User_2,003,0
General,0279,Kacmak,Escape,User_2,004,0
General,0279,Kacmak,Escape,User_2,005,0
General,0279,Kacmak,Escape,User_2,006,0
General,0279,Kacmak,Escape,User_3,001,0
General,0279,Kacmak,Escape,User_3,002,0
General,0279,Kacmak,Escape,User_3,003,0
General,0279,Kacmak,Escape,User_4,001,0
General,0279,Kacmak,Escape,User_4,002,0
General,0279,Kacmak,Escape,User_4,003,0
General,0279,Kacmak,Escape,User_4,004,0
General,0279,Kacmak,Escape,User_4,005,0
General,0279,Kacmak,Escape,User_5,001,0
General,0279,Kacmak,Escape,User_5,002,0
General,0279,Kacmak,Escape,User_5,003,0
General,0279,Kacmak,Escape,User_5,004,0
General,0279,Kacmak,Escape,User_5,005,0
General,0279,Kacmak,Escape,User_5,006,0
General,0279,Kacmak,Escape,User_6,001,0
General,0279,Kacmak,Escape,User_6,002,0
General,0279,Kacmak,Escape,User_6,003,0
General,0279,Kacmak,Escape,User_6,004,0
General,0279,Kacmak,Escape,User_6,005,0
General,0279,Kacmak,Escape,User_6,006,0
General,0279,Kacmak,Escape,User_7,001,0
General,0279,Kacmak,Escape,User_7,002,0
General,0279,Kacmak,Escape,User_7,003,0
General,0279,Kacmak,Escape,User_7,004,0
General,0309,Kazanmak,Win,User_2,001,0
General,0309,Kazanmak,Win,User_2,002,0
General,0309,Kazanmak,Win,User_2,003,0
General,0309,Kazanmak,Win,User_2,004,0
General,0309,Kazanmak,Win,User_2,005,0
General,0309,Kazanmak,Win,User_2,006,0
General,0309,Kazanmak,Win,User_2,007,0
General,0309,Kazanmak,Win,User_3,001,0
General,0309,Kazanmak,Win,User_3,002,0
General,0309,Kazanmak,Win,User_3,003,0
General,0309,Kazanmak,Win,User_4,001,0
General,0309,Kazanmak,Win,User_4,002,0
General,0309,Kazanmak,Win,User_4,003,0
General,0309,Kazanmak,Win,User_4,004,0
General,0309,Kazanmak,Win,User_4,005,0
General,0309,Kazanmak,Win,User_5,001,0
General,0309,Kazanmak,Win,User_5,002,0
General,0309,Kazanmak,Win,User_5,003,0
General,0309,Kazanmak,Win,User_5,004,0
General,0309,Kazanmak,Win,User_5,005,0
General,0309,Kazanmak,Win,User_5,006,0
General,0309,Kazanmak,Win,User_6,001,0
General,0309,Kazanmak,Win,User_6,002,0
General,0309,Kazanmak,Win,User_6,003,0
General,0309,Kazanmak,Win,User_6,004,0
General,0309,Kazanmak,Win,User_6,005,0
General,0309,Kazanmak,Win,User_6,006,0
General,0309,Kazanmak,Win,User_6,007,0
General,0309,Kazanmak,Win,User_7,001,0
General,0309,Kazanmak,Win,User_7,002,0
General,0309,Kazanmak,Win,User_7,003,0
General,0309,Kazanmak,Win,User_7,004,0
General,0311,Kesmek,Cut,User_2,001,1
General,0311,Kesmek,Cut,User_2,002,1
General,0311,Kesmek,Cut,User_2,003,1
General,0311,Kesmek,Cut,User_2,004,1
General,0311,Kesmek,Cut,User_2,005,1
General,0311,Kesmek,Cut,User_2,006,1
General,0311,Kesmek,Cut,User_3,001,1
General,0311,Kesmek,Cut,User_3,002,1
General,0311,Kesmek,Cut,User_3,003,1
General,0311,Kesmek,Cut,User_4,001,1
General,0311,Kesmek,Cut,User_4,002,1
General,0311,Kesmek,Cut,User_4,003,1
