SubsetID,ClassID,ClassName_tr,ClassName_eng,UserID,RepeatID
General,0,Bir Sey Degil,You are welcome,User_4,002
General,0,Bir Sey Degil,You are welcome,User_4,003
General,0,Bir Sey Degil,You are welcome,User_4,004
General,0,Bir Sey Degil,You are welcome,User_4,005
General,0,Bir Sey Degil,You are welcome,User_5,001
General,0,Bir Sey Degil,You are welcome,User_5,002
General,0,Bir Sey Degil,You are welcome,User_5,003
General,0,Bir Sey Degil,You are welcome,User_5,004
General,0,Bir Sey Degil,You are welcome,User_5,005
General,0,Bir Sey Degil,You are welcome,User_5,006
General,0,Bir Sey Degil,You are welcome,User_5,007
General,0,Bir Sey Degil,You are welcome,User_6,001
General,0,Bir Sey Degil,You are welcome,User_6,002
General,0,Bir Sey Degil,You are welcome,User_6,003
General,0,Bir Sey Degil,You are welcome,User_6,004
General,0,Bir Sey Degil,You are welcome,User_6,005
General,0,Bir Sey Degil,You are welcome,User_6,006
General,0,Bir Sey Degil,You are welcome,User_7,001
General,0,Bir Sey Degil,You are welcome,User_7,002
General,0,Bir Sey Degil,You are welcome,User_7,003
General,0,Bir Sey Degil,You are welcome,User_7,004
General,0,Bir Sey Degil,You are welcome,User_7,005
General,0,Cagirmak,"Invite, call",User_2,001
General,0,Cagirmak,"Invite, call",User_2,002
General,0,Cagirmak,"Invite, call",User_2,003
General,0,Cagirmak,"Invite, call",User_2,004
General,0,Cagirmak,"Invite, call",User_2,005
General,0,Cagirmak,"Invite, call",User_2,006
General,0,Cagirmak,"Invite, call",User_2,007
General,0,Cagirmak,"Invite, call",User_3,001
General,0,Cagirmak,"Invite, call",User_3,002
General,0,Cagirmak,"Invite, call",User_3,003
General,0,Cagirmak,"Invite, call",User_4,001
General,0,Cagirmak,"Invite, call",User_4,002
General,0,Cagirmak,"Invite, call",User_4,003
General,0,Cagirmak,"Invite, call",User_4,004
General,0,Cagirmak,"Invite, call",User_4,005
General,0,Cagirmak,"Invite, call",User_5,001
General,0,Cagirmak,"Invite, call",User_5,002
General,0,Cagirmak,"Invite, call",User_5,003
General,0,Cagirmak,"Invite, call",User_5,004
General,0,Cagirmak,"Invite, call",User_5,005
General,0,Cagirmak,"Invite, call",User_5,006
General,0,Cagirmak,"Invite, call",User_6,001
General,0,Cagirmak,"Invite, call",User_6,002
General,0,Cagirmak,"Invite, call",User_6,003
General,0,Cagirmak,"Invite, call",User_6,004
General,0,Cagirmak,"Invite, call",User_6,005
General,0,Cagirmak,"Invite, call",User_6,006
General,0,Cagirmak,"Invite, call",User_7,001
General,0,Cagirmak,"Invite, call",User_7,002
General,0,Cagirmak,"Invite, call",User_7,003
General,0,Cagirmak,"Invite, call",User_7,004
General,1,Calmak(Hirsizlik),Stealing (Theft),User_2,001
General,1,Calmak(Hirsizlik),Stealing (Theft),User_2,002
General,1,Calmak(Hirsizlik),Stealing (Theft),User_2,003
General,1,Calmak(Hirsizlik),Stealing (Theft),User_2,004
General,1,Calmak(Hirsizlik),Stealing (Theft),User_2,005
General,1,Calmak(Hirsizlik),Stealing (Theft),User_2,006
General,1,Calmak(Hirsizlik),Stealing (Theft),User_3,001
General,1,Calmak(Hirsizlik),Stealing (Theft),User_3,002
General,1,Calmak(Hirsizlik),Stealing (Theft),User_3,003
General,1,Calmak(Hirsizlik),Stealing (Theft),User_3,004
General,1,Calmak(Hirsizlik),Stealing (Theft),User_4,001
General,1,Calmak(Hirsizlik),Stealing (Theft),User_4,002
General,1,Calmak(Hirsizlik),Stealing (Theft),User_4,003
General,1,Calmak(Hirsizlik),Stealing (Theft),User_4,004
General,1,Calmak(Hirsizlik),Stealing (Theft),User_4,005
General,1,Calmak(Hirsizlik),Stealing (Theft),User_5,001
General,1,Calmak(Hirsizlik),Stealing (Theft),User_5,002
General,1,Calmak(Hirsizlik),Stealing (Theft),User_5,003
General,1,Calmak(Hirsizlik),Stealing (Theft),User_5,004
General,1,Calmak(Hirsizlik),Stealing (Theft),User_5,005
General,1,Calmak(Hirsizlik),Stealing (Theft),User_5,006
General,1,Calmak(Hirsizlik),Stealing (Theft),User_6,001
General,1,Calmak(Hirsizlik),Stealing (Theft),User_6,002
General,1,Calmak(Hirsizlik),Stealing (Theft),User_6,003
General,1,Calmak(Hirsizlik),Stealing (Theft),User_6,004
General,1,Calmak(Hirsizlik),Stealing (Theft),User_6,005
General,1,Calmak(Hirsizlik),Stealing (Theft),User_6,006
General,1,Calmak(Hirsizlik),Stealing (Theft),User_7,001
General,1,Calmak(Hirsizlik),Stealing (Theft),User_7,002
General,1,Calmak(Hirsizlik),Stealing (Theft),User_7,003
General,1,Calmak(Hirsizlik),Stealing (Theft),User_7,004
General,0,Calmak(Muzik),Playing (Music),User_2,001
General,0,Calmak(Muzik),Playing (Music),User_2,002
General,0,Calmak(Muzik),Playing (Music),User_2,003
General,0,Calmak(Muzik),Playing (Music),User_2,004
General,0,Calmak(Muzik),Playing (Music),User_2,005
General,0,Calmak(Muzik),Playing (Music),User_2,006
General,0,Calmak(Muzik),Playing (Music),User_3,001
General,0,Calmak(Muzik),Playing (Music),User_3,002
General,0,Calmak(Muzik),Playing (Music),User_3,003
General,0,Calmak(Muzik),Playing (Music),User_4,001
General,0,Calmak(Muzik),Playing (Music),User_4,002
General,0,Calmak(Muzik),Playing (Music),User_4,003
General,0,Calmak(Muzik),Playing (Music),User_4,004
General,0,Calmak(Muzik),Playing (Music),User_4,005
General,0,Calmak(Muzik),Playing (Music),User_5,001
General,0,Calmak(Muzik),Playing (Music),User_5,002
General,0,Calmak(Muzik),Playing (Music),User_5,003
General,0,Calmak(Muzik),Playing (Music),User_5,004
General,0,Calmak(Muzik),Playing (Music),User_5,005
General,0,Calmak(Muzik),Playing (Music),User_5,006
General,0,Calmak(Muzik),Playing (Music),User_6,001
General,0,Calmak(Muzik),Playing (Music),User_6,002
General,0,Calmak(Muzik),Playing (Music),User_6,003
General,0,Calmak(Muzik),Playing (Music),User_6,004
General,0,Calmak(Muzik),Playing (Music),User_6,005
General,0,Calmak(Muzik),Playing (Music),User_6,006
General,0,Calmak(Muzik),Playing (Music),User_7,001
General,0,Calmak(Muzik),Playing (Music),User_7,002
General,0,Calmak(Muzik),Playing (Music),User_7,003
General,0,Calmak(Muzik),Playing (Music),User_7,004
General,1,Carpismak,Collide,User_2,001
General,1,Carpismak,Collide,User_2,002
General,1,Carpismak,Collide,User_2,003
General,1,Carpismak,Collide,User_2,004
General,1,Carpismak,Collide,User_2,005
General,1,Carpismak,Collide,User_2,006
General,1,Carpismak,Collide,User_2,007
General,1,Carpismak,Collide,User_3,001
General,1,Carpismak,Collide,User_3,002
General,1,Carpismak,Collide,User_3,003
General,1,Carpismak,Collide,User_4,001
General,1,Carpismak,Collide,User_4,002
General,1,Carpismak,Collide,User_4,003
General,1,Carpismak,Collide,User_4,004
General,1,Carpismak,Collide,User_4,005
General,1,Carpismak,Collide,User_5,001
General,1,Carpismak,Collide,User_5,002
General,1,Carpismak,Collide,User_5,003
General,1,Carpismak,Collide,User_5,004
General,1,Carpismak,Collide,User_5,005
General,1,Carpismak,Collide,User_5,006
General,1,Carpismak,Collide,User_5,007
General,1,Carpismak,Collide,User_6,001
General,1,Carpismak,Collide,User_6,002
General,1,Carpismak,Collide,User_6,003
General,1,Carpismak,Collide,User_6,004
General,1,Carpismak,Collide,User_6,005
General,1,Carpismak,Collide,User_6,006
General,1,Carpismak,Collide,User_7,001
General,1,Carpismak,Collide,User_7,002
General,1,Carpismak,Collide,User_7,003
General,1,Carpismak,Collide,User_7,004
General,1,Cokmek,Collapse,User_2,001
General,1,Cokmek,Collapse,User_2,002
General,1,Cokmek,Collapse,User_2,003
General,1,Cokmek,Collapse,User_2,004
General,1,Cokmek,Collapse,User_2,005
General,1,Cokmek,Collapse,User_2,006
General,1,Cokmek,Collapse,User_3,001
General,1,Cokmek,Collapse,User_3,002
General,1,Cokmek,Collapse,User_3,003
General,1,Cokmek,Collapse,User_4,001
General,1,Cokmek,Collapse,User_4,002
General,1,Cokmek,Collapse,User_4,003
General,1,Cokmek,Collapse,User_4,004
General,1,Cokmek,Collapse,User_4,005
General,1,Cokmek,Collapse,User_5,001
General,1,Cokmek,Collapse,User_5,002
General,1,Cokmek,Collapse,User_5,003
General,1,Cokmek,Collapse,User_5,004
General,1,Cokmek,Collapse,User_5,005
General,1,Cokmek,Collapse,User_6,001
General,1,Cokmek,Collapse,User_6,002
General,1,Cokmek,Collapse,User_6,003
General,1,Cokmek,Collapse,User_6,004
General,1,Cokmek,Collapse,User_6,005
General,1,Cokmek,Collapse,User_6,006
General,1,Cokmek,Collapse,User_7,001
General,1,Cokmek,Collapse,User_7,002
General,1,Cokmek,Collapse,User_7,003
General,1,Cokmek,Collapse,User_7,004
General,0,Donmak,Freeze,User_2,001
General,0,Donmak,Freeze,User_2,002
General,0,Donmak,Freeze,User_2,003
General,0,Donmak,Freeze,User_2,004
General,0,Donmak,Freeze,User_2,005
General,0,Donmak,Freeze,User_2,006
General,0,Donmak,Freeze,User_3,001
General,0,Donmak,Freeze,User_3,002
General,0,Donmak,Freeze,User_3,003
General,0,Donmak,Freeze,User_4,001
General,0,Donmak,Freeze,User_4,002
General,0,Donmak,Freeze,User_4,003
General,0,Donmak,Freeze,User_4,004
General,0,Donmak,Freeze,User_4,005
General,0,Donmak,Freeze,User_5,001
General,0,Donmak,Freeze,User_5,002
General,0,Donmak,Freeze,User_5,003
General,0,Donmak,Freeze,User_5,004
General,0,Donmak,Freeze,User_5,005
General,0,Donmak,Freeze,User_5,006
General,0,Donmak,Freeze,User_5,007
General,0,Donmak,Freeze,User_6,001
General,0,Donmak,Freeze,User_6,002
General,0,Donmak,Freeze,User_6,003
General,0,Donmak,Freeze,User_6,004
General,0,Donmak,Freeze,User_6,005
General,0,Donmak,Freeze,User_6,006
General,0,Donmak,Freeze,User_7,001
General,0,Donmak,Freeze,User_7,002
General,0,Donmak,Freeze,User_7,003
General,0,Donmak,Freeze,User_7,004
General,1,Dovmek,Beating,User_2,001
General,1,Dovmek,Beating,User_2,002
General,1,Dovmek,Beating,User_2,003
General,1,Dovmek,Beating,User_2,004
General,1,Dovmek,Beating,User_2,005
General,1,Dovmek,Beating,User_2,006
General,1,Dovmek,Beating,User_3,001
General,1,Dovmek,Beating,User_3,002
General,1,Dovmek,Beating,User_3,003
General,1,Dovmek,Beating,User_4,001
General,1,Dovmek,Beating,User_4,002
General,1,Dovmek,Beating,User_4,003
General,1,Dovmek,Beating,User_4,004
General,1,Dovmek,Beating,User_4,005
General,1,Dovmek,Beating,User_5,001
General,1,Dovmek,Beating,User_5,002
General,1,Dovmek,Beating,User_5,003
General,1,Dovmek,Beating,User_5,004
General,1,Dovmek,Beating,User_5,005
General,1,Dovmek,Beating,User_5,006
General,1,Dovmek,Beating,User_6,001
General,1,Dovmek,Beating,User_6,002
General,1,Dovmek,Beating,User_6,003
General,1,Dovmek,Beating,User_6,004
General,1,Dovmek,Beating,User_6,005
General,1,Dovmek,Beating,User_6,006
General,1,Dovmek,Beating,User_7,001
General,1,Dovmek,Beating,User_7,002
General,1,Dovmek,Beating,User_7,003
General,1,Dovmek,Beating,User_7,004
General,1,Dovusmek,Fight,User_2,001
General,1,Dovusmek,Fight,User_2,002
General,1,Dovusmek,Fight,User_2,003
General,1,Dovusmek,Fight,User_2,004
General,1,Dovusmek,Fight,User_2,005
General,1,Dovusmek,Fight,User_2,006
General,1,Dovusmek,Fight,User_2,007
General,1,Dovusmek,Fight,User_3,001
General,1,Dovusmek,Fight,User_3,002
General,1,Dovusmek,Fight,User_3,003
General,1,Dovusmek,Fight,User_4,001
General,1,Dovusmek,Fight,User_4,002
General,1,Dovusmek,Fight,User_4,003
General,1,Dovusmek,Fight,User_4,004
General,1,Dovusmek,Fight,User_4,005
General,1,Dovusmek,Fight,User_5,001
General,1,Dovusmek,Fight,User_5,002
General,1,Dovusmek,Fight,User_5,003
General,1,Dovusmek,Fight,User_5,004
General,1,Dovusmek,Fight,User_5,005
General,1,Dovusmek,Fight,User_5,006
General,1,Dovusmek,Fight,User_6,001
General,1,Dovusmek,Fight,User_6,002
General,1,Dovusmek,Fight,User_6,003
General,1,Dovusmek,Fight,User_6,004
General,1,Dovusmek,Fight,User_6,005
General,1,Dovusmek,Fight,User_6,006
General,1,Dovusmek,Fight,User_7,001
General,1,Dovusmek,Fight,User_7,002
General,1,Dovusmek,Fight,User_7,003
General,1,Dovusmek,Fight,User_7,004
General,1,Durmak,Stop,User_2,001
General,1,Durmak,Stop,User_2,002
General,1,Durmak,Stop,User_2,003
General,1,Durmak,Stop,User_2,004
General,1,Durmak,Stop,User_2,005
General,1,Durmak,Stop,User_2,006
General,1,Durmak,Stop,User_3,001
General,1,Durmak,Stop,User_3,002
General,1,Durmak,Stop,User_3,003
General,1,Durmak,Stop,User_4,001
General,1,Durmak,Stop,User_4,002
General,1,Durmak,Stop,User_4,003
General,1,Durmak,Stop,User_4,004
General,1,Durmak,Stop,User_4,005
General,1,Durmak,Stop,User_4,006
General,1,Durmak,Stop,User_5,001
General,1,Durmak,Stop,User_5,002
General,1,Durmak,Stop,User_5,003
General,1,Durmak,Stop,User_5,004
General,1,Durmak,Stop,User_5,005
General,1,Durmak,Stop,User_5,006
General,1,Durmak,Stop,User_6,001
General,1,Durmak,Stop,User_6,002
General,1,Durmak,Stop,User_6,003
General,1,Durmak,Stop,User_6,004
General,1,Durmak,Stop,User_6,005
General,1,Durmak,Stop,User_6,006
General,1,Durmak,Stop,User_7,001
General,1,Durmak,Stop,User_7,002
General,1,Durmak,Stop,User_7,003
General,1,Durmak,Stop,User_7,004
General,1,Gizlemek,Hide,User_2,001
General,1,Gizlemek,Hide,User_2,002
General,1,Gizlemek,Hide,User_2,003
General,1,Gizlemek,Hide,User_2,004
General,1,Gizlemek,Hide,User_2,005
General,1,Gizlemek,Hide,User_2,006
General,1,Gizlemek,Hide,User_3,001
General,1,Gizlemek,Hide,User_3,002
General,1,Gizlemek,Hide,User_3,003
General,1,Gizlemek,Hide,User_4,001
General,1,Gizlemek,Hide,User_4,002
General,1,Gizlemek,Hide,User_4,003
General,1,Gizlemek,Hide,User_4,004
General,1,Gizlemek,Hide,User_4,005
General,1,Gizlemek,Hide,User_5,001
General,1,Gizlemek,Hide,User_5,002
General,1,Gizlemek,Hide,User_5,003
General,1,Gizlemek,Hide,User_5,004
General,1,Gizlemek,Hide,User_5,005
General,1,Gizlemek,Hide,User_6,001
General,1,Gizlemek,Hide,User_6,002
General,1,Gizlemek,Hide,User_6,003
General,1,Gizlemek,Hide,User_6,004
General,1,Gizlemek,Hide,User_6,005
General,1,Gizlemek,Hide,User_6,006
General,1,Gizlemek,Hide,User_7,001
General,1,Gizlemek,Hide,User_7,002
General,1,Gizlemek,Hide,User_7,003
General,1,Gizlemek,Hide,User_7,004
General,0,Insallah,God willing,User_2,001
General,0,Insallah,God willing,User_2,002
General,0,Insallah,God willing,User_2,003
General,0,Insallah,God willing,User_2,004
General,0,Insallah,God willing,User_2,005
General,0,Insallah,God willing,User_2,006
General,0,Insallah,God willing,User_3,001
General,0,Insallah,God willing,User_3,002
General,0,Insallah,God willing,User_3,003
General,0,Insallah,God willing,User_4,001
General,0,Insallah,God willing,User_4,002
General,0,Insallah,God willing,User_4,003
General,0,Insallah,God willing,User_4,004
General,0,Insallah,God willing,User_4,005
General,0,Insallah,God willing,User_5,001
General,0,Insallah,God willing,User_5,002
General,0,Insallah,God willing,User_5,003
General,0,Insallah,God willing,User_5,004
General,0,Insallah,God willing,User_5,005
General,0,Insallah,God willing,User_5,006
General,0,Insallah,God willing,User_6,001
General,0,Insallah,God willing,User_6,002
General,0,Insallah,God willing,User_6,003
General,0,Insallah,God willing,User_6,004
General,0,Insallah,God willing,User_6,005
General,0,Insallah,God willing,User_6,006
General,0,Insallah,God willing,User_6,007
General,0,Insallah,God willing,User_6,008
General,0,Insallah,God willing,User_7,001
General,0,Insallah,God willing,User_7,002
General,0,Insallah,God willing,User_7,003
General,0,Insallah,God willing,User_7,004
General,0,Insallah,God willing,User_7,005
General,0,Iyi,Good,User_2,001
General,0,Iyi,Good,User_2,002
General,0,Iyi,Good,User_2,003
General,0,Iyi,Good,User_2,004
General,0,Iyi,Good,User_2,005
General,0,Iyi,Good,User_2,006
General,0,Iyi,Good,User_2,007
General,0,Iyi,Good,User_3,001
General,0,Iyi,Good,User_3,002
General,0,Iyi,Good,User_3,003
General,0,Iyi,Good,User_4,001
General,0,Iyi,Good,User_4,002
General,0,Iyi,Good,User_4,003
General,0,Iyi,Good,User_4,004
General,0,Iyi,Good,User_4,005
General,0,Iyi,Good,User_5,001
General,0,Iyi,Good,User_5,002
General,0,Iyi,Good,User_5,003
General,0,Iyi,Good,User_5,004
General,0,Iyi,Good,User_5,005
General,0,Iyi,Good,User_5,006
General,0,Iyi,Good,User_6,001
General,0,Iyi,Good,User_6,002
General,0,Iyi,Good,User_6,003
General,0,Iyi,Good,User_6,004
General,0,Iyi,Good,User_6,005
General,0,Iyi,Good,User_6,006
General,0,Iyi,Good,User_6,007
General,0,Iyi,Good,User_6,008
General,0,Iyi,Good,User_7,001
General,0,Iyi,Good,User_7,002
General,0,Iyi,Good,User_7,003
General,0,Iyi,Good,User_7,004
General,0,Iyi,Good,User_7,005
General,0,Kacmak,Escape,User_2,001
General,0,Kacmak,Escape,User_2,002
General,0,Kacmak,Escape,User_2,003
General,0,Kacmak,Escape,User_2,004
General,0,Kacmak,Escape,User_2,005
General,0,Kacmak,Escape,User_2,006
General,0,Kacmak,Escape,User_3,001
General,0,Kacmak,Escape,User_3,002
General,0,Kacmak,Escape,User_3,003
General,0,Kacmak,Escape,User_4,001
General,0,Kacmak,Escape,User_4,002
General,0,Kacmak,Escape,User_4,003
General,0,Kacmak,Escape,User_4,004
General,0,Kacmak,Escape,User_4,005
General,0,Kacmak,Escape,User_5,001
General,0,Kacmak,Escape,User_5,002
General,0,Kacmak,Escape,User_5,003
General,0,Kacmak,Escape,User_5,004
General,0,Kacmak,Escape,User_5,005
General,0,Kacmak,Escape,User_5,006
General,0,Kacmak,Escape,User_6,001
General,0,Kacmak,Escape,User_6,002
General,0,Kacmak,Escape,User_6,003
General,0,Kacmak,Escape,User_6,004
General,0,Kacmak,Escape,User_6,005
General,0,Kacmak,Escape,User_6,006
General,0,Kacmak,Escape,User_7,001
General,0,Kacmak,Escape,User_7,002
General,0,Kacmak,Escape,User_7,003
General,0,Kacmak,Escape,User_7,004
General,0,Kazanmak,Win,User_2,001
General,0,Kazanmak,Win,User_2,002
General,0,Kazanmak,Win,User_2,003
General,0,Kazanmak,Win,User_2,004
General,0,Kazanmak,Win,User_2,005
General,0,Kazanmak,Win,User_2,006
General,0,Kazanmak,Win,User_2,007
General,0,Kazanmak,Win,User_3,001
General,0,Kazanmak,Win,User_3,002
General,0,Kazanmak,Win,User_3,003
General,0,Kazanmak,Win,User_4,001
General,0,Kazanmak,Win,User_4,002
General,0,Kazanmak,Win,User_4,003
General,0,Kazanmak,Win,User_4,004
General,0,Kazanmak,Win,User_4,005
General,0,Kazanmak,Win,User_5,001
General,0,Kazanmak,Win,User_5,002
General,0,Kazanmak,Win,User_5,003
General,0,Kazanmak,Win,User_5,004
General,0,Kazanmak,Win,User_5,005
General,0,Kazanmak,Win,User_5,006
General,0,Kazanmak,Win,User_6,001
General,0,Kazanmak,Win,User_6,002
General,0,Kazanmak,Win,User_6,003
General,0,Kazanmak,Win,User_6,004
General,0,Kazanmak,Win,User_6,005
General,0,Kazanmak,Win,User_6,006
General,0,Kazanmak,Win,User_6,007
General,0,Kazanmak,Win,User_7,001
General,0,Kazanmak,Win,User_7,002
General,0,Kazanmak,Win,User_7,003
General,0,Kazanmak,Win,User_7,004
General,1,Kesmek,Cut,User_2,001
General,1,Kesmek,Cut,User_2,002
General,1,Kesmek,Cut,User_2,003
General,1,Kesmek,Cut,User_2,004
General,1,Kesmek,Cut,User_2,005
General,1,Kesmek,Cut,User_2,006
General,1,Kesmek,Cut,User_3,001
General,1,Kesmek,Cut,User_3,002
General,1,Kesmek,Cut,User_3,003
General,1,Kesmek,Cut,User_4,001
General,1,Kesmek,Cut,User_4,002
General,1,Kesmek,Cut,User_4,003
General,1,Kesmek,Cut,User_4,004
General,1,Kesmek,Cut,User_4,005
General,1,Kesmek,Cut,User_5,001
General,1,Kesmek,Cut,User_5,002
General,1,Kesmek,Cut,User_5,003
General,1,Kesmek,Cut,User_5,004
General,1,Kesmek,Cut,User_5,005
General,1,Kesmek,Cut,User_5,006
General,1,Kesmek,Cut,User_6,001
General,1,Kesmek,Cut,User_6,002
General,1,Kesmek,Cut,User_6,003
General,1,Kesmek,Cut,User_6,004
General,1,Kesmek,Cut,User_6,005
General,1,Kesmek,Cut,User_6,006
General,1,Kesmek,Cut,User_7,001
General,1,Kesmek,Cut,User_7,002
General,1,Kesmek,Cut,User_7,003
General,1,Kesmek,Cut,User_7,004
General,0,Kilo Almak,Gaining weight,User_2,001
General,0,Kilo Almak,Gaining weight,User_2,002
General,0,Kilo Almak,Gaining weight,User_2,003
General,0,Kilo Almak,Gaining weight,User_2,004
General,0,Kilo Almak,Gaining weight,User_2,005
General,0,Kilo Almak,Gaining weight,User_2,006
General,0,Kilo Almak,Gaining weight,User_3,001
General,0,Kilo Almak,Gaining weight,User_3,002
General,0,Kilo Almak,Gaining weight,User_3,003
General,0,Kilo Almak,Gaining weight,User_4,001
General,0,Kilo Almak,Gaining weight,User_4,002
General,0,Kilo Almak,Gaining weight,User_4,003
General,0,Kilo Almak,Gaining weight,User_4,004
General,0,Kilo Almak,Gaining weight,User_4,005
General,0,Kilo Almak,Gaining weight,User_5,001
General,0,Kilo Almak,Gaining weight,User_5,002
General,0,Kilo Almak,Gaining weight,User_5,003
General,0,Kilo Almak,Gaining weight,User_5,004
General,0,Kilo Almak,Gaining weight,User_5,005
General,0,Kilo Almak,Gaining weight,User_5,006
General,0,Kilo Almak,Gaining weight,User_6,001
General,0,Kilo Almak,Gaining weight,User_6,002
General,0,Kilo Almak,Gaining weight,User_6,003
General,0,Kilo Almak,Gaining weight,User_6,004
General,0,Kilo Almak,Gaining weight,User_6,005
General,0,Kilo Almak,Gaining weight,User_6,006
General,0,Kilo Almak,Gaining weight,User_7,001
General,0,Kilo Almak,Gaining weight,User_7,002
General,0,Kilo Almak,Gaining weight,User_7,003
General,0,Kilo Almak,Gaining weight,User_7,004
General,1,Kilo Vermek,Lose weight,User_2,001
General,1,Kilo Vermek,Lose weight,User_2,002
General,1,Kilo Vermek,Lose weight,User_2,003
General,1,Kilo Vermek,Lose weight,User_2,004
General,1,Kilo Vermek,Lose weight,User_2,005
General,1,Kilo Vermek,Lose weight,User_2,006
General,1,Kilo Vermek,Lose weight,User_3,001
General,1,Kilo Vermek,Lose weight,User_3,002
General,1,Kilo Vermek,Lose weight,User_3,003
General,1,Kilo Vermek,Lose weight,User_4,001
General,1,Kilo Vermek,Lose weight,User_4,002
General,1,Kilo Vermek,Lose weight,User_4,003
General,1,Kilo Vermek,Lose weight,User_4,004
General,1,Kilo Vermek,Lose weight,User_4,005
General,1,Kilo Vermek,Lose weight,User_5,001
General,1,Kilo Vermek,Lose weight,User_5,002
General,1,Kilo Vermek,Lose weight,User_5,003
General,1,Kilo Vermek,Lose weight,User_5,004
General,1,Kilo Vermek,Lose weight,User_5,005
General,1,Kilo Vermek,Lose weight,User_5,006
General,1,Kilo Vermek,Lose weight,User_6,001
General,1,Kilo Vermek,Lose weight,User_6,002
General,1,Kilo Vermek,Lose weight,User_6,003
General,1,Kilo Vermek,Lose weight,User_6,004
